group, group_iteration,commit-tag,NUM_OPERATIONS,NUM_DATA_ENTRIES,MAX_VAL,N_THREADS,time-elapsed
init_test,0,4e3ff6c83f73e43b44ebd29a1069233431e90faa,1000000000,1000000,200,N_THREADS,846.61
,,,,,,,
